x,y,label
-2.075319939544938,3.9321889921255,1
-0.871483625943018,4.389163279833319,1
-1.625960427266952,4.301424273445066,1
-1.7265610632091715,4.845853693336174,1
-1.7031564483261954,5.007551238265508,1
-1.5662735205607465,5.729004185571224,1
-2.306692420850938,5.114664151805531,1
-0.35393134728296327,4.2282139390667615,1
-0.5107933296495214,4.174157401262449,1
-1.0114592212408668,3.336671872209017,1
-1.499529594435233,4.5016964437130484,1
-1.0973466546314015,4.168501966969555,1
-1.6445217085308195,4.489907672652664,1
-1.6025241898115907,4.548895829281045,1
-1.368676489874411,5.090422894373819,1
-0.8703239285615585,4.7055752461403415,1
-1.6129973106380013,4.0616152379992245,1
-1.7049535414029777,4.111369647677802,1
-1.6628242510723925,3.252591332269689,1
-1.6943700103165384,4.483123274757875,1
-1.725002311512247,4.512431370772435,1
-1.5315534546689236,5.415902803751514,1
-1.4258635967695086,4.4868430284129825,1
-0.5399704159389984,5.253250945189246,1
-2.458233078759134,5.208596633642187,1
-1.5893637491921973,3.693106925101061,1
-1.3594667314664048,5.437476175608187,1
-2.1982275660487627,3.622102685983858,1
-1.7118402625013205,3.6141439071574473,1
-1.506088612793958,3.968201333480952,1
-0.920291188048615,4.634241472363411,1
-2.0985268820932177,4.963027942579133,1
-1.2757804268318034,4.406995923811921,1
-1.70596207352273,5.0339062349792725,1
-1.495805375584288,5.045491936457002,1
-2.0826497782412914,3.5754730884314636,1
-1.4686078986085302,4.277010916978143,1
-2.5065507616276816,4.0552763477691,1
-0.9757092786075101,5.434090702504682,1
-1.6629553463986788,3.406886812871576,1
-0.8678514090587592,4.804157205280457,1
-0.360019186428467,4.526885258186067,1
-1.89615122277378,4.123844882318792,1
-1.611744696054602,3.9472068202984714,1
-1.6818971445705835,5.496673551153799,1
-1.442449160619073,4.5242331984775515,1
-0.6526310502499764,4.416648438262256,1
-1.4132419773465306,4.4911947467637265,1
-1.9411345948226444,3.9502860145769176,1
-1.1053639293139108,5.0659474210654585,1
-1.6723348482493923,4.329155632139557,1
-0.8540521119660635,3.561231616643075,1
-1.6281094205269273,4.413120048606792,1
-1.6991258866689898,4.422944173203427,1
-1.645253772248619,4.236683031129011,1
-1.5292987438831842,4.457754677561629,1
-0.9065613723507635,4.750258879523029,1
-1.531171221768876,4.577984659166227,1
-0.4192376526130419,4.619555080739394,1
-1.8181298618419497,3.9325080013932348,1
-0.5545322602926206,4.3819701815599155,1
-2.2586174965945123,4.534214940884146,1
-1.0453877603379818,4.110470955860112,1
-1.2868960700201764,4.179568957743361,1
-1.4213536015043509,4.638937436095027,1
-1.4318331758063692,4.551260511094697,1
-0.3389015850855517,4.572576576734999,1
-1.2868526469256012,4.339185470332346,1
-1.0886570885012992,4.470149107355911,1
-1.0025580424408436,3.3637356078719227,1
-1.641438614293175,4.593500815406987,1
-1.20712035925751,4.435087668304071,1
-1.473227697391509,4.38924920162532,1
-1.1110190907043682,4.896795541676572,1
-1.2076234210489485,5.168619273252995,1
-1.3895573292111418,3.815466923239896,1
-1.4664792744151696,4.89311951875035,1
-0.9080684470372141,4.951128414793521,1
-1.4137333327117885,4.466163322648825,1
-1.1021523066649033,4.709521607133083,1
-1.485270699462522,4.64157529813874,1
-2.1730367421741947,3.5537870508152083,1
-1.6560228537491348,4.264561560056606,1
-1.205004217477107,4.571053580786768,1
-2.3677464510187978,4.238892773816904,1
-1.1788577552820458,4.6490702311500645,1
-1.8573927682985287,4.435083292666189,1
-1.5759362309727936,4.600846532781807,1
-1.725490413443683,4.9547824443643895,1
-0.3824170606658286,4.995161446210965,1
-0.884702181685242,4.2945272575272755,1
-1.5757337788284653,3.5627663582306255,1
-1.2120498787774883,5.6720556929629655,1
-1.1982531719567233,4.263001640025458,1
-1.798173040200772,4.8320623645275145,1
-1.6413660201823275,4.336356538337651,1
-1.4992899045863086,4.502421278839904,1
-2.040529436199918,4.318409992091081,1
-1.4575184119495073,3.8323590005230215,1
-1.6677729464355404,4.790178412884517,1
-0.7032145184272373,5.132504850305197,1
-1.5706218535697571,5.107964940981468,1
-2.0170919655283113,4.249077929446492,1
-1.5367337077478844,4.796634966290707,1
-1.4327527576727912,4.437206651802091,1
-0.6061871147888581,4.369874335668967,1
-1.5001757598337524,4.894663002600354,1
-2.739547510987011,4.191337489890299,1
-0.9813381931173645,5.002688115779899,1
-2.147254245404667,5.258779355087857,1
-1.5199959592835,4.638475467627043,1
-1.6270488911562875,4.779868271126195,1
-1.2964169371234315,5.268631938733241,1
-2.5815480293456696,3.915003877654363,1
-0.20972936587578084,4.561910298794063,1
-2.009067650793683,5.367194802030072,1
-1.1299603315534077,3.8692557612306655,1
-2.37773391380456,3.6503191893323637,1
-1.6440618389102584,3.5563240694700093,1
-0.7309452668820214,5.514275700843773,1
-1.8845571485860635,3.5992181588695384,1
-2.4765546378887375,4.296393416981909,1
-1.5904680916003857,4.7354428199837555,1
-1.162512626755578,3.4674878360131185,1
-1.742007778475595,4.765607958212679,1
-1.6336061440901364,5.181898816127627,1
-0.9307187215962146,4.453141932766026,1
-1.2966791928680963,3.722996975525394,1
-0.419714599113719,4.410193628873164,1
-1.3186255845443104,4.473618292129551,1
-1.1345307775814335,3.9962457872648454,1
-0.5294768063637553,5.363128558422355,1
-1.9101197178777345,3.8504230655011167,1
-1.890599511685267,4.092358630581251,1
-1.0422068833747258,3.8246861231273224,1
-0.8737287808495905,3.6051793445888762,1
-2.4357044536176704,4.813187805404808,1
-1.3151858914930106,4.678703169817304,1
-1.6159014335681046,4.535593723114941,1
-1.741494302966387,4.2850534944282614,1
-2.022964308088116,3.755234650266834,1
-1.3908960923800897,4.4212691807867754,1
-0.9377870559756627,5.084550637160684,1
-2.0460509859999636,4.923154007180198,1
-1.9407710343006896,3.9203637600741867,1
-1.4973444510134564,4.500442238899691,1
-1.979891002769604,3.3280376238052334,1
-2.339486996604845,4.912520840132406,1
-1.0024760174034255,4.655438049671578,1
-1.1340689202792138,4.614857933705549,1
-1.5384100852258888,4.4788359895401495,1
-0.4716746477731193,3.8826691303179843,1
-0.9390062659456739,4.188019893992832,1
-1.092503229071135,5.646206943422115,1
-0.9792221691708779,5.089434448864393,1
-2.4031430287420354,4.049430502771862,1
-2.25912930386859,4.711792670813493,1
-2.039848118216619,4.749551646861118,1
-2.5615060929438584,5.072374925507554,1
-1.7314785375469945,4.4211475015016095,1
-1.5445371048565921,4.521349320464371,1
-1.4936601559291205,3.3071197375400825,1
-1.4545427150013794,4.545116730849606,1
-0.9739455131466889,3.5628798221891613,1
-1.333729259144377,3.540530218495801,1
-1.0530993851378265,5.277807363106725,1
-1.5227074193542183,4.546563057381964,1
-1.5431924860023605,4.387018692404994,1
-0.7396602808898085,4.141785073956648,1
-1.726047086613619,4.7191203595904465,1
-2.2531873080243825,5.068340012481322,1
-1.974349677602325,4.519298599228848,1
-0.7586260691825372,4.37745876571657,1
-2.2523960746673546,3.826361610971791,1
-1.6082240723546541,4.349204610690437,1
-1.4768948176001768,4.480376049260367,1
-0.8404188239497425,4.225035970868272,1
-1.9726621160623594,4.529218383345064,1
-1.87859110003294,4.821033993482743,1
-2.325443998922216,4.176140625432555,1
-2.031615320042104,4.432916179882575,1
-1.8951215918430253,3.9570984224355317,1
-1.7118380154274857,4.902895525428509,1
-1.474665591294735,4.4912558453356946,1
-1.5660226340348058,4.894141916966029,1
-1.5187782776601786,4.809113411897383,1
-1.5211909551957319,4.400499211043839,1
-2.6963736921396615,4.952988792791879,1
-1.4907174875217672,4.115489598244002,1
-0.8221313075463617,3.9701915488734874,1
-2.39255005464558,3.7249782752391467,1
-0.8072531146086105,3.9892303870794263,1
-2.1188255483498706,5.2917257925304275,1
-1.6127284900403338,4.512992373620337,1
-2.341393637026114,4.701462218280259,1
-1.5227232134170745,4.650486570878782,1
-2.1117118658581324,5.359881981266369,1
-2.5086502117188427,4.631201887414382,1
-1.752809505632427,5.094177146462579,1
-1.5410296703831692,4.708306446316976,1
-2.318772695128131,5.491237923172542,1
-1.43276500594956,4.417976481534135,1
-1.47904418302083,4.680187178399591,1
-2.0859013529112853,4.8036837592645405,1
-2.1869202779251937,4.017758071286419,1
-0.8583165353768515,4.190685521034282,1
-1.5185737904368126,4.5032795164905455,1
-1.0536980089737158,5.350745000682028,1
-1.6886883926799228,4.065316415936926,1
-0.6020468403648567,3.6593342694679363,1
-1.3976312348304378,5.304126796840778,1
